State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
AR,95,415,no,yes,27,190.8,76,177.5,104,227.3,95,5.9,1,2,False,False,0.000359245721483603
TX,98,415,no,no,0,217.2,121,303.4,73,197.1,71,12.4,2,0,True,True,0.797304153442383
WV,94,415,no,no,0,85.9,113,226.7,91,279.6,110,15.6,16,0,False,False,0.00222172262147069
WY,76,415,no,no,0,263.4,148,230.3,69,170.6,101,11.4,5,1,True,True,0.956126987934113
UT,96,510,yes,no,0,99.8,101,253.6,83,112.5,75,7.5,6,0,False,False,0.000123472360428423
VA,94,415,yes,no,0,235.6,131,194.8,107,170.6,93,8.6,4,1,False,False,0.000148333885590546
OH,32,415,no,yes,31,232.8,97,183.5,111,206.8,111,13,2,0,False,False,0.00018422152788844
WY,146,408,no,no,0,109,69,265.8,98,228.3,80,12.6,2,1,False,False,0.00205130339600146
TX,121,415,no,no,0,86.1,100,259.8,113,148,79,9.1,9,2,False,False,0.0245074834674597
TX,125,415,no,no,0,203.4,110,128.7,97,190.5,113,11,4,1,False,False,0.000317486526910216
WA,124,510,no,no,0,178.8,64,226,118,240.5,89,5.5,4,2,False,False,0.00106615852564573
TX,130,415,no,no,0,159.9,70,236.8,127,227.9,95,9,1,1,False,False,0.000979305594228208
PA,87,408,no,yes,30,262.8,114,215.8,130,154.8,88,7.8,2,0,False,False,0.000116538947622757
KS,132,415,no,no,0,164,112,243.6,80,155.5,122,10.2,4,1,False,False,0.00049599091289565
CO,90,415,no,yes,30,168.2,103,220.9,75,224.3,105,8.2,2,0,False,False,0.00117917964234948
NJ,137,415,no,no,0,243.4,114,121.2,110,162.6,104,12.2,5,0,False,False,0.000720815500244498
NH,110,408,no,no,0,162,81,247.5,89,155.5,99,8.9,8,0,False,False,0.000426483020419255
NV,78,408,no,no,0,75,116,248.7,87,176,83,9.5,6,3,False,False,0.000197043613297865
IL,129,415,no,no,0,198.4,91,264.7,106,111.4,101,9.2,2,2,False,False,0.000455474655609578
SD,57,510,no,no,0,176.9,75,204.2,86,254.1,90,6.1,4,1,False,False,0.000521780049894005
MA,85,415,no,no,0,274.7,79,119.4,122,296.9,74,9.4,10,1,False,True,0.835632503032684
NY,59,408,no,no,0,107.8,113,216.6,125,217.5,92,9.9,3,2,False,False,0.00204029679298401
WV,124,415,no,no,0,157.4,107,167.8,112,188.8,102,8.8,3,3,False,False,0.000483195239212364
IN,195,415,no,no,0,221.6,109,126.2,94,212.2,98,6.4,2,0,False,False,0.00109118712134659
HI,108,415,no,no,0,291.6,99,221.1,93,229.2,110,14,9,2,True,True,0.999998569488525
CO,11,415,no,yes,36,293.4,122,174.1,91,212,50,6.9,6,1,False,False,0.123897962272167
AR,72,415,no,yes,27,111.7,68,252.8,106,255.5,109,7.8,4,1,False,False,0.000333450880134478
DE,105,415,yes,no,0,150,106,293.8,123,250.7,65,10.3,7,3,False,False,0.0769973322749138
MS,68,415,no,yes,34,160,72,184.5,119,208.3,101,6.1,10,1,False,False,0.00114035524893552
NC,118,408,yes,yes,39,153.8,106,123.3,111,117.8,103,9.2,6,1,False,False,5.59431937290356E-05
FL,130,415,no,no,0,162.8,113,290.3,111,114.9,140,7.2,3,1,False,False,0.00143184105399996
SD,104,408,no,no,0,200.2,92,118.7,87,236.6,65,6,6,2,False,False,0.00146587763447315
FL,92,415,no,no,0,201.9,74,226.8,119,217.5,80,13.7,6,3,False,False,0.000369286950444803
OK,73,415,yes,yes,34,252.9,103,220.1,79,144.9,65,11.4,3,0,False,False,5.01843969686888E-05
WI,165,408,no,no,0,156,88,276.1,81,175.9,94,9.3,5,1,False,False,0.0122180283069611
MN,59,415,no,no,0,231.4,93,168,92,257.2,124,11.4,5,2,False,False,8.35255777928978E-05
AL,55,415,no,yes,28,222.5,134,177.8,106,194.6,90,9.7,4,2,False,False,0.000962736317887902
NY,57,510,no,yes,25,144,81,187.2,112,158.6,122,8.5,6,3,False,False,0.000207427467103116
LA,76,510,no,yes,17,234.9,111,255.4,143,194.6,80,15.4,3,1,False,False,7.02601173543371E-05
AL,102,415,no,no,0,123.1,106,182,102,244.6,75,12.6,7,2,False,False,0.000866033893544227
NE,120,415,no,yes,40,222.2,80,223.1,84,164,65,12.1,3,1,False,False,0.000940428755711764
NY,76,415,no,no,0,223,109,218.7,97,138.6,126,11.6,8,2,False,False,0.000437460723333061
CT,212,415,no,no,0,126,96,144.3,80,302.8,102,7.6,3,1,False,False,0.0004167772422079
AK,126,415,no,yes,31,278,88,253.2,65,223.2,114,8.7,4,0,False,False,0.000247718679020181
PA,104,415,no,no,0,186.8,102,176.3,114,222.2,84,13,3,0,False,False,0.00077664089621976
NM,127,415,yes,no,0,256.5,87,222.1,101,156.7,122,13,3,1,False,False,0.0719209983944893
CT,123,415,no,no,0,128.7,126,117.6,94,198.4,132,10.8,5,0,False,False,0.00128799490630627
NV,137,415,yes,no,0,135.1,95,134.1,102,223.1,81,12.3,2,2,True,True,0.999910295009613
TN,88,415,no,no,0,181.5,116,187,119,220.3,96,10.5,7,1,False,False,0.000620751699898392
NH,122,415,no,yes,34,205.1,123,203.3,123,126.7,106,10.7,1,2,False,False,0.000772463157773018
VT,100,510,no,no,0,254.2,97,262,88,256.3,82,13.6,6,0,True,True,0.999986350536346
IL,134,408,no,no,0,183.8,111,123.5,92,160.7,105,6.1,2,1,False,False,0.000431570719229057
VA,102,510,no,no,0,62.5,68,222.2,114,142.4,96,12.5,5,1,False,False,0.000356873322743922
TX,38,510,no,no,0,149,92,49.2,78,163.3,93,13.9,11,0,False,False,0.000284439069218934
NV,134,408,no,no,0,107,146,220,116,149.8,108,7.2,3,2,False,False,0.00063405348919332
WV,67,510,no,no,0,152.5,131,252.4,107,185.4,104,4.9,3,2,False,False,0.000294929923256859
WI,118,415,no,no,0,142.2,96,164.9,107,183.7,92,7.1,4,1,False,False,0.000425317382905632
NE,148,415,no,no,0,178.3,98,282.6,110,181,98,11.4,4,1,False,False,0.0112245613709092
WV,130,510,no,no,0,110,107,181.9,85,208,94,11.7,3,1,False,False,0.00163363013416529
ME,39,408,no,no,0,154.1,104,204.2,112,196.2,92,9.8,4,2,False,False,0.00028713425854221
MD,54,415,no,no,0,273.8,113,119.6,156,267.6,117,11.7,3,1,False,False,0.000123185105621815
TX,123,408,no,no,0,257.9,92,211.6,71,189.3,104,9.4,2,2,False,True,0.839982986450195
LA,133,415,no,no,0,216.2,67,222.2,133,192,95,3.1,1,2,False,False,0.0120689226314425
MT,78,510,no,no,0,185.8,102,251.6,88,202.8,86,13.3,6,2,False,False,0.000517211330588907
HI,72,408,no,no,0,153.8,64,304.4,106,185,125,8.4,5,1,False,False,0.000334352982463315
DC,105,510,no,no,0,193.2,139,260.3,104,226.4,133,7.8,2,1,False,False,0.000429861975135282
KY,73,510,no,no,0,234.7,102,195.7,110,253.4,71,8.4,8,2,False,False,0.000525297597050667
AL,91,408,yes,no,0,151.8,115,103.6,116,156.3,86,12.2,4,1,False,False,3.86070569220465E-05
MN,151,415,no,yes,31,240.7,102,106.5,96,195.7,128,10.6,2,2,False,False,0.0120551669970155
CT,142,510,no,yes,38,231.2,125,174.8,121,171.2,87,12.4,2,4,False,False,0.00095893006073311
HI,83,415,no,no,0,195.2,101,188.7,38,270,91,11.4,3,0,False,False,0.000147511469549499
MA,129,510,yes,no,0,192.9,131,185.5,101,205.2,130,10.9,4,1,False,False,0.000134811896714382
FL,115,510,no,no,0,143.6,135,278,119,46.7,84,12.7,3,0,False,False,0.000128257597680204
CO,101,408,no,yes,23,262.2,101,157,80,129.1,100,7.3,14,1,False,False,5.91773059568368E-05
IA,92,415,no,no,0,138.1,131,175.7,128,192.7,119,10,3,3,False,False,0.000196889537619427
VA,93,510,yes,no,0,172.4,133,205.6,77,245.8,126,9.1,9,1,False,False,0.000588035094551742
UT,32,510,no,yes,26,243.5,137,236.8,108,173.3,149,9,9,1,False,False,0.00136768619995564
WA,111,510,no,no,0,152.2,114,137.2,102,185.9,97,9.8,3,0,False,False,0.00550283212214708
ID,95,415,no,yes,32,247,109,125.6,91,226.5,90,10.5,4,3,False,False,0.000197121000383049
IL,74,510,no,yes,27,154.1,122,195.3,150,276.7,86,13.2,2,4,False,True,0.977748215198517
AZ,93,415,no,no,0,271.6,71,229.4,108,77.3,121,10.9,3,2,False,False,0.0743111968040466
VT,68,415,no,no,0,158.8,119,211.8,105,198.1,101,10.3,3,1,False,False,0.00130973861087114
CT,155,510,no,no,0,165.4,108,183.7,103,80.2,108,8.9,4,3,False,False,0.00112657085992396
CT,160,415,no,no,0,234.9,136,270.8,134,219.3,101,13.9,2,1,True,True,0.995316207408905
LA,82,415,no,no,0,197.7,101,127.6,83,142.1,103,13.5,3,1,False,False,0.00314584653824568
MI,81,415,yes,no,0,149.4,68,171.9,98,214.5,97,17.9,3,3,True,True,0.999939262866974
AZ,113,510,no,no,0,128.7,100,227.1,67,178.1,135,9.2,4,2,True,False,0.000161003699759021
SD,137,510,no,no,0,242.1,118,191,93,218.6,50,14.7,2,3,False,False,0.00414601061493158
NM,138,408,no,no,0,63.7,114,212.2,132,247.6,114,8.8,4,0,False,False,0.00418688682839274
MA,158,415,no,no,0,214.7,112,262.9,115,228.9,68,11.6,2,1,False,False,0.0772334486246109
IN,35,510,no,yes,23,194.6,106,199.8,132,189.6,88,10.1,7,4,False,False,0.00108752865344286
SD,221,510,no,yes,24,180.5,85,224.1,92,205.7,103,2.4,3,0,False,False,0.000603048829361796
TX,90,415,no,no,0,109.6,88,137.6,108,159.7,121,11,5,2,False,False,0.0033735993783921
TX,148,408,no,no,0,249.7,91,185.1,90,234.2,88,10.5,1,1,False,True,0.965956211090088
VT,73,415,no,no,0,217.8,91,220.6,97,277.3,89,10.3,6,1,True,False,0.000780995353125036
SC,139,510,no,no,0,201.8,121,238.6,89,174.1,151,13.5,4,1,False,False,0.0690380781888962
SD,93,510,no,no,0,328.1,106,151.7,89,303.5,114,8.7,3,1,True,True,0.999959528446198
AL,95,415,no,no,0,194.6,114,232.8,106,173.4,92,3.8,2,3,False,False,0.000219429130083881
OK,116,408,no,no,0,211.3,91,190.9,116,184.1,134,6.3,4,2,False,False,0.000394721835618839
AZ,130,510,no,yes,22,173.9,90,234.8,86,121.8,79,8.4,5,1,False,False,0.000788336503319442
WA,157,415,no,no,0,152.7,105,257.5,80,198.1,93,9.4,4,1,False,False,0.00832392275333405
DC,148,415,no,no,0,202,102,243.2,128,261.3,90,10.9,3,1,False,False,0.0011056917719543
WV,131,415,no,no,0,196.1,89,185.5,87,250,132,5.2,6,2,False,False,0.00165493611712009
NC,49,415,no,no,0,189.9,104,247.4,120,159.8,113,10.1,6,1,False,False,0.00013644021237269
IA,130,510,no,no,0,139.1,72,246,112,207.2,121,11.4,9,5,False,True,0.831923842430115
MN,84,415,no,no,0,216.1,114,197.5,107,217.8,104,9.8,3,1,False,False,0.00234082294628024
WV,191,408,no,no,0,162,104,241.2,120,210.4,83,10.9,7,1,False,False,0.00115127302706242
AL,100,415,no,no,0,160.3,138,221.3,92,150.4,120,11.2,2,0,False,False,0.000197860339540057
MN,53,415,no,yes,24,145.7,146,220.5,136,249.9,96,13.1,5,3,False,False,0.000276799080893397
VT,217,510,no,no,0,99.7,74,183.1,97,220.3,73,14.4,4,0,False,False,0.000243045462411828
NY,160,408,no,no,0,216.8,77,207.3,117,228.6,117,5.6,2,1,False,False,0.00102788081858307
SC,98,415,no,no,0,147,101,202.5,89,250.8,97,9.2,3,1,False,False,0.000626148306764662
OH,43,510,no,yes,39,188.3,108,167.6,116,189.9,92,15.6,5,1,False,False,0.000780892733018845
DE,120,415,no,no,0,253.2,95,210.8,86,253.9,81,9.5,4,5,True,True,0.596267580986023
MI,73,408,no,yes,19,179.4,108,93.6,90,234.6,99,14.9,4,2,False,False,0.000292415585136041
NM,177,408,no,yes,29,189,91,303.1,96,163.6,116,15.7,1,3,False,False,0.0810573175549507
AL,131,510,no,no,0,153.4,86,198.5,81,164.4,83,10.4,3,0,False,False,0.000478128844406456
WV,72,510,no,yes,33,96.6,59,315.4,98,163.3,117,6.2,4,4,True,True,0.728477954864502
GA,84,408,yes,yes,18,136.8,114,200.3,110,199,86,8,4,3,False,False,0.000499685644172132
MN,117,408,no,yes,21,153.2,112,263.3,110,135,85,11.9,7,1,False,False,0.00190657912753522
NE,124,415,no,no,0,182.7,98,197.2,93,220.6,105,8.1,4,1,False,False,0.00148662982974201
MS,76,408,no,no,0,173.2,93,131.2,80,170.9,104,5.4,3,0,False,False,0.000399209558963776
DE,113,415,no,no,0,239.7,47,282.9,110,238.4,88,8.7,3,2,True,True,0.998573482036591
MT,142,415,no,yes,22,198.3,144,157.2,96,180.9,114,11.1,4,2,False,False,0.00168346730060875
DC,86,415,no,yes,29,189.3,107,221.3,101,325.6,137,13.8,3,1,False,False,0.000124635189422406
RI,121,510,no,yes,20,211.9,110,215.1,120,238.5,107,9.4,2,0,False,False,0.000529609562363476
NJ,107,510,no,no,0,156.3,75,215.3,93,118.2,115,8.8,2,1,False,False,0.000733091146685183
ND,104,415,no,no,0,118.5,92,177.8,109,255.7,98,12.1,4,1,False,False,0.00140877603553236
AR,54,415,no,yes,39,206.9,143,127.8,72,199.2,120,9.2,1,3,False,False,0.101818859577179
UT,97,415,no,no,0,209.2,134,0,0,175.4,94,11.8,6,1,False,False,0.000895793666131794
MI,82,415,no,no,0,164.1,84,317.7,109,241.5,87,13.3,4,1,False,False,0.00126474280841649
KY,120,408,no,no,0,180.8,93,190.1,82,192.3,66,10.5,7,2,False,False,0.00155445805285126
CO,89,415,no,no,0,179.7,128,299.8,92,185.3,120,7.6,3,1,False,False,0.00172916671726853
SD,158,415,no,no,0,98.2,87,198.3,71,246,99,13,5,2,False,False,0.000692631350830197
AZ,73,415,no,no,0,175.4,130,248.1,105,122.4,85,12.2,4,0,False,False,0.000643201230559498
ID,47,415,no,yes,28,196.2,88,194.8,106,243,103,10.5,10,0,False,False,0.00898967962712049
PA,88,510,no,no,0,218.2,76,169.3,60,141.1,99,8,1,1,False,False,0.000686244165990502
SD,98,415,no,no,0,307.2,65,138.6,97,381.6,99,10.2,4,2,True,True,0.99683541059494
NE,161,415,no,no,0,166.2,125,279.4,78,181,85,13.4,6,1,False,True,0.596750915050507
NJ,80,415,no,no,0,268.7,120,301,147,167,140,5.8,1,2,True,True,0.999989569187164
MA,103,408,no,no,0,170.6,79,144.8,126,193.6,102,6,3,0,False,False,0.000196821391000412
GA,107,408,no,no,0,114.9,119,239.7,91,165.3,112,12.6,5,2,False,False,0.000528370495885611
IL,138,408,yes,no,0,268.4,81,174.4,115,193.5,96,11.6,4,1,False,False,0.0502099618315697
CA,96,510,no,yes,31,183.4,126,195.5,106,180.1,93,10.5,5,1,False,False,0.00195561838336289
TX,123,408,no,no,0,260.9,85,168.5,103,178.3,91,13.3,5,3,False,False,0.162725314497948
CT,99,408,no,no,0,95.4,105,207.2,101,136,117,5.6,5,1,False,False,0.000274078833172098
MA,132,408,no,yes,36,201.9,93,156.3,75,131.3,92,13.7,5,0,False,False,0.00577564490959048
UT,81,415,no,yes,24,130.1,117,196,61,139.3,123,11.4,5,0,False,False,0.000143940837006085
WV,63,510,no,no,0,261.8,69,245,135,202.1,94,14.7,4,0,True,True,0.967583000659943
OK,123,415,no,yes,27,198.7,127,249,105,173.2,124,12.5,5,1,False,False,0.0052573811262846
OH,69,415,no,no,0,227,122,258.7,111,169.7,87,8.9,1,2,False,False,0.0180805716663599
KS,124,415,no,no,0,158.6,104,211.2,77,179.3,104,10.2,8,3,False,False,0.00323534989729524
OK,110,510,no,no,0,281.2,78,302.3,89,188.4,92,8.5,4,0,True,True,0.999999403953552
WI,165,510,no,no,0,154.2,91,268.6,108,188.8,99,10.9,4,6,False,False,0.00240045646205544
KY,72,408,no,no,0,177.1,97,184.7,105,174.1,94,8,6,1,False,False,0.000928471330553293
ME,137,510,no,no,0,110.5,79,223.2,111,169.5,64,10.5,3,3,False,False,0.00112728495150805
OR,129,510,no,yes,36,192.8,103,177,83,216.5,118,16.4,5,1,False,False,0.00159512588288635
LA,149,415,no,yes,20,198.9,77,274,88,190.7,76,14.3,9,1,False,False,0.0191353727132082
GA,101,415,no,yes,33,200.1,108,188.9,122,205.1,90,15.5,4,0,False,False,0.00141142052598298
WY,101,415,no,yes,24,240.5,103,280.5,78,212.8,69,10.4,5,2,False,False,0.0017510480247438
AL,60,408,yes,yes,29,265.9,113,215.8,94,108.1,82,14,12,0,True,True,0.945614218711853
CT,116,415,no,no,0,245.9,73,240.1,87,158.7,89,8.9,5,3,False,False,0.134461164474487
ID,105,408,no,no,0,232.6,96,253.4,117,154,101,10.5,9,1,False,False,0.0012395508820191
WI,89,415,no,no,0,326.3,112,165.1,110,162.9,97,7.5,1,1,True,True,0.99979841709137
LA,40,510,no,no,0,109.4,107,244.7,102,276.9,123,7.1,7,0,False,False,0.000310021307086572
IN,185,415,no,no,0,89.4,77,288.9,128,162.9,93,10.4,2,3,False,False,0.053694311529398
IL,48,415,no,yes,37,138.3,81,187.6,74,158,113,11.6,1,2,False,False,0.000115186223411001
FL,112,415,no,no,0,115.9,81,199.7,100,249.3,111,10,4,1,False,False,0.000825528579298407
AR,91,510,no,yes,27,204.6,96,136,93,210.5,82,6.6,2,3,False,False,0.000357005163095891
UT,100,408,no,no,0,179.1,123,196.6,132,186.7,116,10.2,10,1,False,False,0.00173761160112917
WY,117,415,no,no,0,234.8,118,211.7,112,147,97,7.5,3,2,False,False,0.000207414268516004
IA,42,415,no,no,0,155.4,127,164.1,45,157.7,128,9,3,0,False,False,4.30103791586589E-05
MO,83,510,no,no,0,133.9,82,169.6,105,222.8,114,11.7,4,0,False,False,0.000476034998428077
AL,85,408,no,no,0,127.9,107,271.2,124,202.2,76,12.5,5,0,False,False,0.000301364692859352
TN,104,510,no,no,0,142.6,88,85.4,96,246.4,80,14,4,1,False,False,0.000511667691171169
VT,81,415,yes,yes,32,229,80,221,113,291.4,91,12.4,5,1,False,False,0.000250430544838309
SD,91,415,no,no,0,153,123,141.1,127,171.5,76,10.3,15,1,True,False,0.00082663435023278
ID,92,415,no,no,0,197.2,113,242.3,116,192,76,11,5,2,False,False,0.0013999518705532
NC,75,408,no,no,0,170.7,101,193.1,126,129.1,104,6.9,7,1,False,False,0.000614635297097266
IA,79,415,no,yes,17,167.9,114,243.7,93,211.9,114,9.1,2,1,False,False,0.00033392570912838
OR,27,510,no,no,0,232.1,81,210.8,101,165.4,87,15,6,5,False,False,9.45694191614166E-05
SD,56,415,no,no,0,79.3,115,159,64,245.7,99,10.1,4,1,False,False,0.000986478175036609
VA,121,415,no,no,0,134.1,112,195.1,104,159.6,139,10.5,2,2,False,False,0.000845615169964731
ME,105,408,no,yes,33,209.6,68,146.9,140,121,131,10.6,3,2,False,False,0.000667510379571468
NV,110,408,no,yes,34,192.3,114,129.3,114,136.3,102,6.3,12,1,False,False,0.000227431650273502
NV,77,415,no,no,0,142.3,112,306.3,111,196.5,82,9.9,1,1,False,False,0.0022014700807631
WA,134,408,no,no,0,208.3,86,253.6,89,291,86,12.6,3,1,False,False,0.220199048519135
AZ,59,408,no,no,0,150.2,70,185.7,98,212.5,128,12.1,2,1,False,False,0.000489053316414356
NC,155,408,no,no,0,262.4,55,194.6,113,146.5,85,8.3,6,2,False,False,0.000276077538728714
ME,56,408,no,no,0,221.9,112,278.2,122,288.1,85,7.1,5,0,True,True,0.686793804168701
NC,169,408,no,no,0,142.5,82,231.4,110,131.2,67,10,4,2,False,False,0.00029665362671949
OH,73,415,no,no,0,183.4,80,242,115,201.4,100,7.5,3,4,False,False,7.69761754781939E-05
VA,141,415,no,no,0,217.1,110,241.5,111,253.5,103,12,6,0,False,False,0.0078700864687562
PA,142,408,yes,yes,23,102.2,103,229.7,110,176.3,100,9,4,1,False,False,0.00012565498764161
GA,100,415,no,no,0,218.9,124,237.5,99,189.7,52,11,6,2,False,False,0.0031378532294184
AL,137,415,no,no,0,104.7,115,249.8,144,192.3,99,8.9,2,1,False,False,5.97466787439771E-05
ME,66,510,no,no,0,118,133,248.1,99,214.4,122,5.3,5,1,False,False,0.000865916372276843
CT,100,415,no,no,0,235.8,130,176,69,63.6,122,7.3,1,2,False,False,0.00714368047192693
MI,101,510,no,no,0,190.7,72,208.6,103,203.8,111,8.8,8,1,False,False,0.000482841423945501
CO,90,408,no,no,0,109.9,102,220.8,114,104,133,10.9,6,0,False,False,0.00105568196158856
TX,86,510,no,no,0,92.8,92,159.6,87,148.7,115,8.8,5,1,False,False,6.90526358084753E-05
HI,53,510,yes,no,0,145,80,228.4,82,169.4,109,8.9,5,0,False,False,6.32992378086783E-05
PA,176,415,no,no,0,169.5,151,112.9,84,56.6,99,8.7,4,0,False,False,0.000336834113113582
MI,127,510,no,yes,25,203.8,118,267.1,48,225.1,105,7.3,5,0,False,False,0.00190982513595372
AK,146,510,yes,no,0,163.5,85,224.8,149,253.1,116,9.8,4,1,False,False,6.48226996418089E-05
MN,24,510,no,yes,25,164.9,110,209.3,105,231.2,55,6.7,9,1,False,False,0.00128626881632954
MA,35,415,no,no,0,105.6,129,258.2,129,213.1,77,8.7,3,0,False,False,0.003783407388255
MI,216,408,no,no,0,212.3,106,191.1,71,224.9,79,9.4,8,3,False,False,0.00375367514789104
VA,86,415,no,no,0,120.6,82,238.3,96,219.8,125,11.4,5,0,False,False,0.000484769261674955
SD,148,408,no,no,0,185.2,87,170.4,96,165.1,104,9.5,13,1,False,False,0.0329566784203053
HI,157,415,no,no,0,276.2,95,165.8,119,151.6,79,2.2,4,3,False,False,0.0188746247440577
DC,68,415,yes,yes,39,142,140,241.6,89,302,72,11.3,5,1,False,False,0.000782317889388651
CT,125,415,yes,no,0,187.3,118,160.7,111,263.8,112,9.6,2,0,True,True,0.999928712844849
MD,163,510,no,no,0,238.6,107,178,85,196,124,6.2,4,1,False,False,0.000568031682632864
ID,101,510,no,yes,17,193.9,71,189.8,81,196.3,97,12.6,7,0,False,False,0.000720212119631469
OR,45,415,no,yes,32,235,85,240.5,101,147.1,88,7.7,3,2,False,False,0.000148666411405429
MO,99,408,no,no,0,193.3,51,240.1,117,145.7,92,12.2,4,1,False,False,0.000585601606871933
IL,156,415,no,no,0,174.5,65,197.4,116,238.5,86,10.6,2,0,False,False,0.00506369350478053
LA,108,415,no,no,0,157.3,83,162.8,75,112,101,9.7,4,1,False,False,0.00126122415531427
RI,65,415,no,no,0,111,51,219.8,84,202,89,4.4,14,1,False,False,0.000198549125343561
KY,75,415,no,no,0,314.6,102,169.8,86,285.1,100,5.7,3,2,True,True,0.99993222951889
OR,37,408,no,no,0,257.3,117,134.5,92,306.2,102,8.2,5,3,False,False,0.00296405423432589
FL,41,415,no,yes,41,207.3,95,137.3,120,115.7,74,5.9,3,1,False,False,0.000108930929854978
ND,101,415,no,yes,36,123.7,125,172.6,106,280.5,127,8.8,4,1,True,False,0.000156942012836225
MT,16,510,no,no,0,153.2,65,229.7,90,148.2,94,10.7,8,1,False,False,0.0162113830447197
AK,126,415,no,no,0,58.2,94,138.7,118,136.8,91,11.9,1,5,True,True,0.999983727931976
WV,143,510,no,no,0,202.8,109,165.8,104,143.9,71,4.6,4,1,False,False,0.000132778644911014
MD,133,415,no,no,0,173.1,126,200,98,231,103,10.8,1,1,False,False,0.00324380025267601
KS,121,408,yes,no,0,175.9,87,225.3,114,156.2,113,10.4,3,2,False,False,0.000120123273518402
WY,114,415,no,yes,32,125.2,79,177.8,105,232.4,89,12.9,3,1,False,False,0.000941643433179706
VA,150,510,no,no,0,169.2,123,216.8,83,179.4,107,12.6,3,1,False,False,0.0184824708849192
SD,142,408,no,yes,20,214.3,126,250.1,102,189.7,116,10.6,4,4,False,False,0.000201820381334983
CA,72,408,no,yes,39,92.8,98,271.2,115,167.1,83,5.8,7,1,False,False,0.000672895926982164
WV,43,408,yes,no,0,160.5,92,235.8,121,111.8,95,13.8,5,1,True,True,0.999846696853638
NH,8,415,no,no,0,176,97,234.2,136,193.5,134,8.5,5,1,False,False,9.04704502318054E-05
CO,57,415,no,no,0,85.9,92,193.9,127,231.5,93,10.1,2,0,False,False,0.000647417618893087
SC,100,408,no,yes,41,306.9,71,243.3,72,125.9,114,10.5,4,2,False,False,0.000637687742710114
PA,110,510,no,no,0,158.6,97,204.4,123,182.5,123,11.3,3,2,False,False,0.000524018309079111
NE,90,415,no,no,0,114.4,108,232.8,150,198.1,78,8.9,3,0,False,False,0.00137719884514809
WA,13,510,no,yes,25,176.6,65,172.7,96,104.5,128,11.3,5,2,False,False,0.00515329418703914
WA,65,510,no,no,0,183.4,63,183.6,80,153.5,83,10.7,4,4,True,False,0.087651439011097
NM,116,510,no,no,0,179,81,200,116,168.6,74,15.8,7,1,False,False,0.000498397392220795
TN,114,415,no,no,0,108.3,95,168.3,104,153.1,109,9.1,2,1,False,False,0.00127239630091935
CT,144,510,yes,yes,35,174.8,127,219.6,93,255.8,90,12.8,3,0,False,False,0.000866999384015799
NH,148,510,no,no,0,168.8,102,248.1,125,250.7,96,10.6,4,1,False,False,0.00420256610959768
NY,148,408,no,no,0,236.5,84,236,95,228.6,124,8.3,6,2,False,False,0.00211926898919046
PA,52,408,no,no,0,215.9,67,217,108,342.8,130,5.2,2,1,False,False,0.00120513467118144
NY,104,415,no,yes,26,189.1,112,178.2,97,199.3,104,11.1,4,1,False,False,0.00240130769088864
LA,59,415,no,no,0,119,119,134.5,115,298.6,75,9,6,2,True,False,0.00136638432741165
KY,60,408,no,no,0,135.4,134,205.9,85,204,103,7.9,4,1,False,False,0.000897845253348351
KS,101,415,no,no,0,231.3,87,224.7,88,214.6,69,7.2,7,1,False,False,0.0014294822467491
AR,135,510,no,yes,27,273.4,141,154,99,245.8,112,12.3,6,1,False,False,0.00290443608537316
NH,93,408,no,no,0,179.3,93,188.8,65,253.2,88,12.1,5,1,False,False,0.000375106086721644
MN,53,415,no,no,0,164.1,106,206,56,194.7,124,11.4,2,1,False,False,0.000205152304260992
TX,86,408,no,no,0,181.1,124,229.5,105,122.2,91,5.6,6,5,False,False,0.127456098794937
RI,65,415,no,yes,29,215.5,129,161.9,77,128.3,91,8.8,5,2,False,False,0.000907148234546185
DC,91,408,no,no,0,167.5,77,175.2,113,233.5,85,16.1,5,2,False,False,0.000291479664156213
CO,131,415,no,yes,23,170.8,145,236.7,93,294.5,100,12.7,1,1,False,False,0.000943973020184785
NY,68,415,no,no,0,267.9,80,145.4,143,273.3,119,14.9,1,3,True,False,0.13433250784874
WI,141,415,no,yes,33,168.4,127,185.1,106,220,78,11,4,2,False,False,0.00182336196303368
TN,139,510,no,no,0,196.9,58,137.1,91,216.6,101,9.8,3,1,False,False,0.00030713391606696
MI,30,510,no,no,0,227.4,88,182.5,100,191.7,134,12.5,3,0,False,False,0.000223653420107439
MD,102,415,no,no,0,271.1,80,172,133,169.2,105,10.3,5,1,False,False,0.34703317284584
OH,54,415,no,no,0,255.4,122,22.3,87,152.6,72,11.1,6,0,False,False,9.99590520223137E-06
PA,147,415,no,no,0,188.3,80,214.7,123,218,89,10.2,4,2,False,False,0.000319323677103966
OR,25,408,no,no,0,178.8,90,141.2,72,203,99,8.4,5,2,False,False,0.000149281913763843
MS,120,408,no,no,0,212.1,131,209.4,104,167.2,96,5.3,5,1,True,False,0.0105958934873343
GA,136,415,no,no,0,163.4,83,249.3,119,249.7,90,9.8,4,7,False,False,0.000680109544191509
ND,101,415,no,yes,28,105.9,132,231.7,107,281.3,120,10.7,5,1,False,False,0.000543152971658856
