State,Account_Length,Area_Code,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Scored Labels,Scored Probabilities
WI,113,415,no,no,0,126,90,205.8,92,217,121,12.8,1,0,False,False,0.00152592652011663
VT,107,510,no,yes,28,201.8,79,304.9,128,225.6,133,11.9,8,1,False,False,0.000319492653943598
UT,94,415,no,no,0,183.1,109,199.4,109,214.1,71,13.9,4,0,False,False,0.000558116647880524
MI,51,415,no,no,0,229.7,129,336,104,192.8,128,9.6,1,1,True,True,0.998644590377808
ND,108,415,no,no,0,112.6,86,114.9,101,177.8,119,7.2,6,3,False,False,0.000680062978062779
MN,80,415,no,no,0,105.8,110,43.9,88,189.6,87,13.1,5,0,False,False,0.0006832733633928
SD,144,408,no,yes,48,189.8,96,123.4,67,214.2,106,6.5,2,2,True,True,0.976216077804565
OK,74,415,no,no,0,200.4,87,309.2,105,152.1,118,10,2,1,False,False,0.000910488713998348
TX,129,415,no,yes,23,210.7,119,137.4,51,248.2,92,7.9,6,2,False,False,0.000574216537643224
CT,63,408,no,yes,25,190,137,116.6,76,141.5,110,12.2,2,1,False,False,0.000384873157599941
IN,88,415,no,no,0,183.5,93,170.5,80,193.8,88,8.3,5,3,False,False,0.000484081509057432
GA,64,408,no,no,0,124.1,117,192.8,108,162.9,84,6.4,5,3,False,False,0.000376437470549718
ID,68,510,no,yes,30,122.9,93,233.5,91,199.5,144,9.6,2,2,False,False,0.000218704168219119
MT,147,415,no,yes,35,197.3,134,141.1,99,212.1,90,10.1,4,2,True,True,0.983918488025665
NC,116,408,no,yes,19,155.7,104,185.4,118,192.7,116,8.2,2,3,False,False,0.000344982516253367
IA,157,415,no,no,0,248.7,113,251.8,79,262.7,46,7.5,3,5,True,True,0.999582588672638
MA,88,415,no,no,0,264.8,124,245.4,112,160.5,115,14.8,2,1,True,True,0.998757660388947
WI,116,408,no,no,0,152.4,101,191,90,143,96,11.1,9,0,False,False,0.00278125703334808
TN,102,510,no,no,0,103.1,70,275,129,141.1,92,11.2,5,1,False,False,0.000228308665100485
TN,73,510,no,yes,6,237.6,105,244.9,98,188.3,107,6.8,11,4,False,False,0.000136875445605256
AR,109,510,no,no,0,175.4,125,250.7,87,289.3,74,9.8,9,1,False,False,0.00111019588075578
OR,95,415,no,no,0,269,120,233.7,120,179.3,61,7.3,4,2,True,True,0.999895393848419
AR,68,408,no,yes,43,147.7,95,259.3,108,237.1,106,8.9,8,3,False,False,0.00109974131919444
GA,56,415,no,yes,30,127.1,89,172.1,116,194.6,111,12.1,3,1,False,False,0.000180397415533662
PA,69,415,no,no,0,228.2,70,263.7,80,142.6,60,10.7,5,3,False,False,0.00013899794430472
VA,103,408,no,no,0,147.8,71,182.6,103,260.8,95,6.9,3,1,False,False,0.000988556072115898
MT,49,408,no,no,0,236.6,91,220.9,146,146.8,114,8.9,2,1,False,False,0.0007263173465617
UT,96,408,no,yes,26,145.8,108,192.2,89,165.1,96,9.9,2,1,False,False,0.000436417176388204
AZ,63,415,no,yes,19,163,75,238.4,103,171.8,100,11.3,3,3,False,False,0.000590563868172467
IA,158,415,no,no,0,158,106,292.5,114,241.1,89,9.1,4,1,False,False,0.00169136293698102
MS,98,415,yes,yes,23,245.5,54,292.7,83,184,90,10.8,7,1,False,False,0.00127237767446786
WI,92,415,no,no,0,157.7,101,298.6,100,216.9,99,13.8,3,1,False,False,0.000984238693490624
KS,116,408,yes,no,0,232.2,98,244.7,91,151.3,69,10.6,1,7,True,True,0.999889969825745
NH,163,415,no,yes,39,268.1,104,216.6,65,359.9,118,11.4,4,0,False,False,0.0027397049125284
IL,52,510,no,no,0,207.1,86,162,98,243,102,6,1,1,False,False,0.000396545714465901
ME,116,510,no,no,0,229.3,93,184.5,111,168.2,91,8.8,3,2,False,False,0.000138993607833982
NH,101,510,no,no,0,220.3,124,188.6,101,278.4,98,10.6,4,1,False,False,0.000792273029219359
IN,117,415,no,no,0,118.4,126,249.3,97,227,56,13.6,3,5,True,True,0.999995172023773
VA,16,510,no,no,0,205.6,69,169.5,93,220.1,64,10.9,3,0,False,False,0.000271966651780531
SC,112,415,no,yes,31,225.2,89,256.8,117,249.7,87,11.5,1,4,False,False,8.5581123130396E-05
TX,64,415,no,no,0,168,116,192.4,94,166.5,98,10.1,3,2,False,False,0.00105397764127702
WY,71,415,no,no,0,243.7,124,60,90,189,129,11.3,2,0,False,False,0.000103304540971294
TN,110,510,no,no,0,220.9,100,279.6,76,239.8,107,13.5,9,1,True,True,0.978306412696838
HI,130,510,no,no,0,126.8,101,144.1,105,249.6,117,11.4,8,2,False,False,0.00080244499258697
AR,77,415,no,yes,23,209.7,73,183.6,63,205.5,111,7.1,3,2,False,False,0.000140222196932882
NM,87,510,yes,no,0,167.3,119,198.5,119,133.1,88,11,6,1,False,False,0.00014932117483113
NE,154,415,no,no,0,191.4,93,205.4,119,205.7,121,10.2,3,3,False,False,0.00197518919594586
TN,68,415,no,no,0,222.8,99,175.8,85,202,111,11,3,3,False,False,0.000423205405240878
IN,130,408,no,yes,30,185,117,249.5,141,157.8,103,7.4,7,0,False,False,0.00874366611242294
TX,58,408,no,yes,20,194.5,110,213.7,89,236.6,92,9.5,2,1,False,False,0.000372646085452288
MI,55,415,no,yes,20,207.7,91,199.7,113,216.5,110,7.3,1,1,False,False,0.000388923013815656
DC,121,408,no,no,0,168.6,121,168.6,94,95.3,59,12.3,4,1,False,False,0.0360642746090889
VT,78,408,no,yes,38,199,96,75.5,93,180.2,78,7.5,7,1,False,False,0.000179273542016745
ID,119,415,yes,yes,32,173,101,209.4,93,231.1,91,12.2,4,0,False,False,0.000288630893919617
VA,163,415,no,no,0,202.9,100,178.6,46,203.8,116,12.8,3,5,False,False,0.000672927184496075
KY,91,415,yes,no,0,145,89,175.8,102,223.7,151,16.7,3,2,True,True,0.999931454658508
AL,88,415,no,no,0,181.9,90,151.5,87,143,100,7.5,3,1,False,False,0.000177144960616715
CA,60,415,yes,no,0,183,110,206.7,93,203.8,119,11.1,6,1,False,False,0.00125678966287524
MD,112,415,no,no,0,170.4,103,200.2,71,258.3,100,11.6,4,1,False,False,0.00170959101524204
KS,39,408,no,no,0,181.2,71,344.9,108,213.6,145,12.1,2,3,False,False,0.000459274684544653
IN,101,415,no,yes,33,219.7,137,186.8,94,184.5,113,9.5,2,2,False,False,0.00308002927340567
IL,107,408,no,no,0,228.2,90,214.2,123,183.1,79,10.5,4,4,False,False,0.000118586263852194
LA,154,510,no,no,0,166.9,99,154.9,97,189.4,89,7.2,5,0,False,False,0.0043860781006515
HI,17,408,no,no,0,168.5,102,297.2,130,244.7,117,8.8,6,3,False,False,0.00214950460940599
MA,132,415,no,no,0,117.6,66,214,108,239.5,94,8.8,5,1,False,False,0.00065502745565027
RI,69,408,no,no,0,198.8,141,203.7,110,177.1,109,15.2,2,4,False,False,0.00114907114766538
TX,73,408,no,no,0,286.4,109,178.2,67,214.2,152,10.7,14,1,True,True,0.999374389648438
DE,64,415,no,yes,31,281.9,121,240.6,104,212.2,120,7,5,3,False,False,0.000897467252798378
RI,101,415,no,no,0,176.5,105,198.6,136,210.2,150,7.7,5,0,False,False,0.000284910522168502
NC,133,408,yes,yes,32,221.1,137,264.9,99,168.9,108,15.4,4,2,True,True,0.999984085559845
OR,148,415,no,no,0,86.3,134,246.6,92,251.6,91,11.3,4,1,False,False,0.00100738368928432
KY,86,408,no,no,0,139.1,95,146.2,82,186.8,120,11.8,5,2,False,False,0.000474502652650699
TX,110,415,no,yes,38,236.3,102,195.9,112,183.5,82,9.7,6,1,False,False,0.00054038711823523
ND,154,408,no,yes,35,224,102,192,99,163.1,100,9.6,2,0,False,False,0.00155077106319368
LA,92,510,no,no,0,87.6,89,172.3,133,153.4,88,8,4,1,False,False,0.0175642147660255
FL,153,415,no,no,0,228.9,102,160.7,136,203.1,109,12.5,2,0,False,False,0.00111861655022949
HI,85,415,no,no,0,235.8,109,157.2,94,188.2,99,12,3,0,False,False,8.09622433735058E-05
OR,101,415,yes,no,0,169.5,117,212,111,204,120,9.7,1,0,True,True,0.999927520751953
AZ,100,415,no,no,0,188.5,152,148.3,115,179.8,88,15.2,5,2,False,False,0.0119540486484766
NJ,42,408,no,no,0,269.9,99,37.8,76,166.6,139,13.8,1,1,False,False,0.000911185692530125
AR,32,415,yes,no,0,265.5,75,119.7,77,169.9,128,14.8,6,2,True,True,0.999968767166138
NV,69,510,yes,yes,33,271.5,98,253.4,102,165.4,85,8.2,2,1,True,True,0.999368190765381
MS,17,408,no,yes,35,198.5,123,270.6,74,209.9,130,8.1,10,1,False,False,0.00184031098615378
IL,81,415,no,yes,31,210.4,100,225.5,97,168.7,120,9.7,4,0,False,False,0.000489847909193486
MO,115,408,no,no,0,80.8,81,195.7,91,190.1,66,11.7,6,1,False,False,0.000409548374591395
UT,121,415,no,yes,41,215.5,95,241.8,92,147,108,9.6,3,1,False,False,0.00127840007189661
AL,121,408,no,yes,35,68.7,95,209.2,69,197.4,42,11.4,4,1,False,False,9.03344262042083E-05
FL,85,408,yes,no,0,116.2,86,229.7,127,204.2,109,10.1,3,3,False,False,4.72656756755896E-05
WV,114,510,no,yes,30,206.2,79,260,91,291.6,83,11.4,6,1,False,False,0.000363698607543483
ND,68,408,no,yes,22,82.5,97,289.9,94,180,114,4.8,4,3,False,False,0.00155366933904588
MN,96,408,yes,no,0,188.8,119,216.9,100,208.5,116,5.8,3,3,False,False,0.000150161315104924
NE,63,415,no,no,0,211.2,80,237.7,93,259.2,58,12.3,2,0,False,False,0.000971784698776901
SC,99,510,no,no,0,169.2,70,271.5,77,170.2,104,10.6,2,0,False,False,0.00278780865482986
ND,182,415,no,no,0,104.9,111,198.5,120,258.2,91,8,5,2,False,False,0.000387787149520591
MO,161,510,no,no,0,221.7,95,193,82,194.1,113,6.5,4,3,False,False,0.00109720474574715
IA,120,415,no,yes,33,299.5,83,163.4,84,146.7,88,11.6,5,0,False,False,0.00103265885263681
FL,185,408,no,no,0,55.6,97,288.7,83,111.2,110,12.1,3,2,False,False,0.000680965720675886
IL,85,415,no,yes,29,144.6,97,140,102,165.4,148,10.9,3,1,False,False,9.72099296632223E-05
RI,1,510,no,no,0,241.5,114,195.2,94,201.6,93,14.1,3,3,False,False,0.00754753826186061
TX,97,415,yes,no,0,143.7,117,273,82,178.3,81,10.9,3,0,False,False,0.000323604675941169
GA,202,510,no,no,0,115.4,137,178.7,70,185.7,113,6,3,3,False,False,0.00189350603614002
CT,31,415,no,yes,31,100.1,54,246.3,97,255,131,5.9,3,0,False,False,0.000361273821908981
NV,105,408,no,no,0,98.2,103,140.3,91,140.2,106,13.9,1,1,False,False,0.000330731592839584
OK,57,408,no,yes,25,176.8,94,195,75,213.5,116,8.3,4,0,False,False,0.000361048791091889
IN,140,415,no,no,0,160.5,114,240.5,103,233.5,121,11.3,4,1,False,False,0.00565539766103029
WI,85,408,yes,no,0,165.4,107,196,126,349.2,110,9.6,7,2,False,False,0.000102257552498486
MA,67,415,no,yes,34,161.7,114,207.6,115,205.7,114,9.2,4,0,False,False,0.000396989693399519
MS,111,415,no,yes,36,96.8,123,170.6,105,166,85,13.4,4,2,False,False,0.00362706114538014
SD,149,408,no,yes,28,180.7,92,187.8,64,265.5,53,12.6,3,3,False,False,0.000487037585116923
IA,66,510,no,no,0,256.3,135,180.2,106,187.3,135,6.2,7,2,False,False,0.000137312483275309
WV,144,510,no,yes,38,105,86,121.8,123,221.5,122,3.7,4,0,False,False,9.76753071881831E-05
RI,42,408,no,no,0,191.9,139,304.2,91,179.5,91,11.7,4,0,False,False,0.000769471167586744
NH,56,415,no,yes,24,121.7,87,184,76,266.6,98,12.7,3,1,False,False,0.000121336393931415
AL,92,408,no,no,0,185.8,61,118.1,131,257.5,70,11.8,4,1,False,False,0.000212626066058874
WI,62,415,no,no,0,86.3,84,238.7,99,238.4,79,12.5,1,2,False,False,0.00112952175550163
SD,87,510,no,no,0,184.5,81,172,103,183.4,96,13.7,3,3,False,False,0.000403624115278944
VA,114,415,yes,yes,31,174.5,104,224.2,92,116.3,91,12.3,10,2,False,False,0.000187881538295187
NV,121,408,no,yes,44,116,85,150.1,120,246.8,98,12,2,1,False,False,0.000259799708146602
RI,93,415,no,no,0,98.4,78,249.6,129,248.2,114,14.2,4,1,False,False,0.00138363719452173
OK,125,408,no,no,0,229.3,103,177.4,126,189.3,95,12,8,1,False,False,0.000253423379035667
VA,136,415,no,yes,35,205.5,86,298.5,119,214.2,104,6.9,4,1,False,False,0.000261065288214013
NY,101,415,no,no,0,229.8,97,217.8,133,243.5,53,8.9,2,1,False,False,0.00892506260424852
IA,129,415,no,no,0,216,85,186.9,114,210.7,109,4.9,10,2,False,False,0.000350403599441051
ID,61,415,no,no,0,234.6,126,200.7,76,171.1,81,8.1,2,0,False,False,0.00193777855020016
MO,136,415,no,no,0,92.4,109,219,115,212.6,80,12.9,4,2,False,False,0.000809750461485237
IA,130,415,no,no,0,150.4,119,230.5,99,186.3,76,12.3,4,1,False,False,0.00136304530315101
NJ,96,510,no,no,0,150,122,218.5,116,212.4,89,9.8,1,3,False,False,0.00149209727533162
DE,125,408,no,no,0,126.7,108,206,90,247.8,114,13.3,7,1,False,False,0.0134775722399354
VT,95,510,no,no,0,203.4,96,168.6,61,173,105,13.7,3,2,False,False,0.000188857011380605
CA,103,415,no,yes,18,149.9,84,170.9,84,171.5,112,11.5,7,0,True,True,0.92309033870697
MS,79,415,no,no,0,161.6,94,187.5,110,220.8,71,10.3,7,2,False,False,0.00246399804018438
NM,161,408,no,no,0,107.5,121,256.4,46,247.2,131,12.6,3,2,False,False,9.3293929239735E-05
MA,57,510,no,no,0,154.2,78,196.7,85,253.5,97,10.1,9,1,False,False,0.00166172359604388
WA,78,408,no,no,0,140.7,77,195.2,114,252.9,107,11.7,5,0,False,False,0.00687569845467806
RI,137,415,no,no,0,209.1,104,189.4,96,214.4,83,14.8,4,3,False,False,0.00086711545009166
MI,105,415,no,yes,29,179.4,113,275.4,100,246.1,105,10,5,0,False,False,0.00320426118560135
ID,108,415,no,no,0,221.8,105,108.2,107,207.1,87,12.1,3,2,False,False,0.000692882051225752
KS,90,415,no,yes,30,191.3,104,257.1,109,177.7,89,11,1,1,False,False,0.00129836041014642
MT,78,415,no,no,0,191.7,122,241.4,88,203.5,86,9.1,5,1,False,False,0.00131876487284899
IL,233,408,no,no,0,137.3,94,232.4,87,206,105,9.8,4,1,False,False,0.000507506367284805
KY,107,415,no,no,0,157.1,79,162.6,124,150,138,12.1,6,1,False,False,0.000240591951296665
NM,29,415,no,no,0,262,112,82.7,60,195.1,120,10.7,5,1,False,False,0.000261901819612831
NM,105,408,no,no,0,146.4,81,225.1,80,230.1,117,8.5,2,1,False,False,0.000706559454556555
WV,172,415,no,no,0,211.7,100,198.7,101,301.7,136,6.5,9,1,False,False,0.00047340348828584
OR,80,415,no,no,0,161.1,99,198.8,81,228.4,116,10.6,4,1,False,False,0.000473868858534843
ND,147,408,yes,yes,35,157.5,109,189.6,67,227,76,11.1,2,3,True,True,0.999993145465851
WV,100,408,no,no,0,239.1,96,180.1,110,259.2,112,14,2,0,False,False,0.0010628072777763
KS,104,408,no,no,0,191.8,105,148.7,96,234.8,123,19.3,4,1,False,False,0.000670039793476462
MN,90,408,no,yes,32,276.6,76,138.3,90,279.6,88,6.8,3,3,False,False,0.000765856122598052
AL,91,510,no,yes,39,160.8,97,119.3,54,147.9,101,10.3,3,3,False,False,0.00167096394579858
VT,50,415,yes,yes,26,307.1,94,289.4,78,174.9,109,8,3,0,False,False,0.00215806718915701
WA,55,415,no,no,0,194.1,121,176.6,110,302.8,136,7,7,2,False,False,0.000290025724098086
TN,74,510,no,no,0,159.4,86,210,122,172.4,99,8.5,2,1,False,False,0.000532931473571807
NJ,84,415,no,no,0,190.2,102,197.7,141,247.5,102,9.8,6,2,False,False,0.000668263644911349
MO,58,415,no,no,0,149.4,145,196.5,105,209.5,108,14.9,3,1,False,False,0.000290952506475151
NM,93,510,no,yes,21,117.9,131,164.5,115,217,86,9.8,3,1,False,False,0.000481203955132514
HI,99,415,no,no,0,62.9,81,231,64,168.9,121,8.5,5,1,False,False,3.50376467395108E-05
KS,124,415,no,no,0,94.8,102,238.9,91,279.4,94,11.6,3,2,False,False,0.00131246354430914
IN,108,415,no,no,0,201.1,101,170.7,86,237.4,113,11.6,3,3,False,False,0.000670224602799863
NV,83,510,no,yes,31,129.8,87,183.4,110,169.4,40,14.3,6,1,False,False,0.000584211258683354
VA,58,408,no,no,0,181.4,106,145.8,77,200.3,85,7.9,3,0,False,False,0.000330363924149424
CT,90,415,no,no,0,37.8,80,155.3,105,175,111,14.2,5,3,False,False,0.00120248680468649
UT,39,415,no,yes,17,230.7,122,207.1,85,208.9,73,9.2,1,3,False,False,0.000772980391047895
ID,87,415,no,no,0,156.8,93,215.8,68,223.3,77,7.6,6,1,False,False,0.00303629459813237
WY,157,415,yes,no,0,180.4,123,194,98,227.3,88,8.4,5,0,False,False,0.000270230637397617
NE,34,415,no,no,0,193.7,74,126.9,84,221.2,166,8.8,4,0,False,False,0.000104878417914733
NH,97,415,no,no,0,87.1,110,202.1,110,137.9,89,14.4,4,2,False,False,0.000127778228488751
NY,98,408,no,no,0,136.9,120,180.6,84,172.9,94,11.9,4,4,True,True,0.999927461147308
WV,100,415,no,no,0,166,102,236.1,97,134.3,93,10.9,4,1,False,False,0.00130907620768994
SC,84,415,no,no,0,204.1,132,164.4,117,165.1,123,0,0,1,False,False,0.000255414372077212
PA,106,408,yes,no,0,133.7,45,187.8,107,181.9,89,10.7,2,1,True,True,0.999930262565613
KS,24,510,no,no,0,243,91,183.9,77,184.3,109,15.3,6,0,True,True,0.995540499687195
IA,105,510,no,yes,15,88.1,125,175.9,142,269.9,85,9.7,1,2,False,False,3.27028210449498E-05
GA,76,415,no,no,0,299.5,125,226.7,92,210.7,134,13.7,4,0,True,True,0.999997854232788
NJ,131,415,no,no,0,211.8,115,260.5,102,144.2,96,10.8,7,0,False,False,0.00250476063229144
ME,115,408,no,no,0,200.2,115,268.8,109,185.4,102,12.8,2,3,False,False,0.00132999173365533
KY,122,415,no,no,0,273.8,94,237.1,131,295.9,89,10.4,2,3,True,True,0.999999940395355
MS,131,415,no,no,0,131.6,95,179.3,109,251.2,129,15.5,3,1,True,True,0.98706990480423
IA,82,510,no,yes,23,123.7,93,139.1,74,174.5,118,10.6,2,1,False,False,0.00128016644157469
NH,133,408,no,no,0,162.1,91,212.1,94,260.4,78,12.2,5,1,False,False,0.00152277399320155
SD,87,415,no,yes,21,214,113,180,114,134.5,82,10.6,5,0,False,False,0.000949636742006987
NH,149,415,no,no,0,119.2,88,168.3,110,204.7,119,12.2,6,4,True,True,0.999935686588287
NE,131,408,no,yes,36,214.2,115,161.7,117,264.7,102,9.5,4,3,False,False,0.000167874866747297
GA,143,408,no,yes,33,239.2,109,235.5,112,156.3,95,9.5,4,1,False,False,0.00014300826296676
AR,79,408,no,no,0,152.2,112,177.2,132,96.4,87,5.3,3,1,False,False,9.32309485506266E-05
MO,103,415,no,yes,37,230.7,112,319.4,116,299.4,77,7.9,3,2,False,False,0.0235449187457561
IN,131,415,no,yes,29,42.1,114,183.3,70,158.7,82,10,1,0,False,False,0.00136163050774485
LA,98,408,no,no,0,136.1,82,156.3,118,158.8,83,10.1,5,2,False,False,0.000238403517869301
TN,114,415,yes,no,0,200.7,72,271.2,79,188.2,97,13.4,7,2,True,True,0.999930024147034
TN,45,415,yes,no,0,189.6,96,171.7,69,222,102,13.9,7,1,True,True,0.999874472618103
NH,119,415,no,yes,19,178.1,110,212.8,100,226.3,123,10,6,1,False,False,0.000610692368354648
VA,60,415,no,no,0,229.5,91,157.7,67,162.4,76,13.2,3,2,False,False,5.15381143486593E-05
IL,107,415,no,yes,14,114.3,132,199.8,91,194.7,74,7.5,8,1,False,False,0.00133433111477643
OH,75,510,no,yes,46,214.1,62,200.9,111,246.8,126,9.2,6,0,False,False,0.00264257844537497
AR,99,408,no,yes,21,180.2,97,167.7,47,203.1,84,14.6,5,2,False,False,0.000252318888669834
MN,167,415,yes,no,0,143.7,108,75.6,111,217.9,99,9.9,4,0,False,False,0.000422575743868947
RI,158,510,no,no,0,220.9,129,242.2,108,233.3,75,6.4,5,0,False,False,0.00157000334002078
WY,114,415,no,no,0,178.3,86,176.5,99,187.1,83,13.8,2,1,False,False,0.00114321568980813
SD,139,510,no,no,0,196,135,186,146,153,92,9.8,1,3,False,False,0.000134902380523272
WY,87,415,no,no,0,151,83,219.7,116,203.9,127,9.7,3,5,True,True,0.998885452747345
NJ,125,415,no,no,0,182.3,64,139.8,121,171.6,96,11.6,7,2,False,False,0.00125281163491309
MN,162,510,no,yes,46,224.9,97,188.2,84,254.6,61,12.1,2,0,False,False,0.00178067095112056
VT,48,510,no,no,0,188.4,63,165.9,89,205.7,71,13.2,2,1,False,False,9.78103053057566E-05
MT,74,415,no,no,0,162.7,102,292,105,183.3,80,8.7,6,0,False,False,0.000360650476068258
TX,169,408,no,no,0,266.7,105,158.2,88,287.7,111,13.8,3,3,True,True,0.999314844608307
NE,99,415,no,no,0,200,66,107.9,104,233.7,82,11.4,2,3,False,False,0.00042571805533953
NM,124,408,no,no,0,244.6,91,125.1,70,303.4,104,12,5,0,False,False,0.00339475320652127
UT,90,415,no,no,0,261.8,128,220.6,104,136.6,91,9.6,5,1,False,False,0.00593473622575402
DC,88,408,no,no,0,204.8,100,193.9,98,190.9,62,2,11,1,False,False,0.000702287768945098
MD,37,415,yes,no,0,106.6,76,147.4,89,235.8,113,9.6,8,2,False,False,4.87507495563477E-05
ID,116,510,yes,yes,29,162.3,91,279.3,79,192.7,131,11.7,2,3,True,True,0.999884366989136
UT,180,510,no,no,0,253.9,69,184.2,138,174.3,83,0.4,7,1,False,False,6.94581322022714E-05
IL,31,415,no,yes,28,210.5,101,250.5,86,241.6,125,11.5,2,1,False,False,0.00138028140645474
GA,135,415,no,yes,22,197.1,113,259.4,95,134.7,135,14.6,5,2,False,False,0.000421083328546956
WA,29,415,no,no,0,157.4,122,145,75,281.8,92,9.3,2,1,False,False,0.000370128866052255
UT,57,415,no,no,0,202,100,168.9,90,231.8,119,3.4,4,1,False,False,0.000482641917187721
TN,57,510,no,no,0,149.3,100,200.2,110,231.7,101,11.9,3,2,False,False,0.000250579003477469
MS,136,415,no,yes,24,174.6,76,176.6,114,214.4,91,8.8,5,2,False,False,0.000818119384348392
CO,74,415,yes,no,0,267.5,134,242.5,110,223,108,8.3,4,3,True,True,0.999924302101135
FL,70,510,yes,no,0,226.7,98,228.1,115,73.2,93,17.6,4,2,True,True,0.999836385250092
WA,45,415,no,no,0,135,116,159,108,170.3,130,11.1,15,1,False,False,0.00113841355778277
NY,106,408,no,no,0,158.7,74,64.3,139,198.5,103,10.2,4,1,False,False,0.00164226209744811
ME,151,415,no,yes,26,196.5,98,175.8,111,221.8,124,13.4,5,0,False,False,0.00681304233148694
FL,101,408,no,no,0,131,148,237.7,126,281.3,111,12.6,4,3,False,False,0.00025992764858529
SD,108,415,no,no,0,240.2,78,230.3,109,217,83,5.2,1,2,False,False,0.000669830536935478
MS,90,415,no,yes,32,194,83,151.7,111,205.8,111,9.3,4,1,False,False,0.00647621136158705
ME,81,415,yes,no,0,220.4,76,276.4,122,239.5,112,11.4,5,1,True,True,0.995165169239044
AR,122,415,yes,no,0,146.3,117,218.7,93,236,97,11.5,5,1,False,False,0.000260960892774165
LA,94,415,no,no,0,212.1,98,189.4,89,352.2,95,8.4,5,3,False,False,0.000448123144451529
MN,141,408,no,no,0,77.8,123,144.4,119,75.3,65,5.7,7,1,False,False,0.000111159235530067
CO,59,510,no,no,0,153.6,92,205.5,88,114.5,89,12.5,10,1,False,False,0.000261411507381126
NC,126,415,no,no,0,228.2,68,170.2,102,168.9,72,10.2,6,1,False,False,0.000357020879164338
NE,11,415,no,no,0,136.6,111,80.6,78,201.7,77,9.9,4,0,False,False,0.000203884585062042
OK,149,510,yes,no,0,180.9,79,194.9,83,197.8,109,8.8,9,3,False,False,0.000172887928783894
SD,85,408,no,no,0,209.8,82,194.5,94,200.4,85,11.3,3,0,False,False,0.00090005889069289
WY,104,408,no,no,0,183.6,133,120.7,98,215.1,112,12.7,2,1,False,False,0.000345520471455529
DC,115,408,no,no,0,178.7,114,271,96,245.9,94,16.4,5,2,False,False,0.0166861861944199
NM,56,408,no,no,0,146.1,57,196.2,97,310.1,110,9.2,3,0,False,False,6.4450257923454E-05
KS,94,408,no,no,0,269.2,104,193.8,144,257.6,61,8.9,2,3,True,True,0.999927878379822
ID,73,510,no,yes,28,198.2,107,139.1,123,199.1,139,8.8,1,2,False,False,7.07280560163781E-05
AL,80,415,no,no,0,135.1,92,185,103,147.1,74,14.7,5,3,False,False,0.000117660732939839
ME,82,415,no,yes,23,165.2,103,193.9,78,170.9,90,11.8,2,1,False,False,0.000404115329729393
WY,146,415,no,yes,11,180.7,82,173.7,90,231.5,89,10.1,4,2,False,False,0.000428979721618816
WV,58,408,no,yes,39,211.9,40,274.4,76,210.5,139,5.4,4,1,False,False,5.34827267983928E-05
NH,120,510,no,yes,43,177.9,117,175.1,70,161.3,117,11.5,4,1,False,False,0.000748456513974816
TX,115,415,no,no,0,211.1,112,227.8,113,179.6,110,7.2,2,0,False,False,0.000165969395311549
OH,103,408,no,yes,29,294.7,95,237.3,105,300.3,127,13.7,6,1,False,False,0.00156897283159196
AL,146,415,no,yes,32,154,80,185.5,91,148.2,107,8.2,4,3,False,False,0.000204835232580081
MT,71,510,no,yes,23,175.7,82,258.9,136,268.4,154,14.1,7,1,False,False,0.000501620233990252
NV,69,415,no,no,0,153.7,109,194,105,256.1,114,14.1,6,1,False,False,0.0022902658674866
DC,141,415,no,yes,37,185.4,87,178.5,128,218.3,107,8,3,4,False,False,0.00256331171840429
MD,126,510,no,no,0,184.5,56,197.7,91,242.3,74,11.2,3,2,False,False,0.00238238461315632
ND,84,415,no,yes,33,159.1,106,149.8,101,213.4,108,13,18,1,False,False,0.000856247905176133
NC,72,415,no,no,0,137.6,106,143.5,94,273.7,110,9.6,6,2,False,False,8.52365265018307E-05
OH,88,408,no,no,0,274.6,105,161.1,121,194.4,123,9.2,4,2,False,False,0.00200027623213828
DE,114,415,no,yes,31,222.8,98,180.5,105,151.3,101,13,4,0,False,False,0.00163613935001194
IN,88,415,yes,yes,25,288.5,114,203.4,74,228.4,117,13,5,1,False,False,0.00330680306069553
WY,90,408,no,yes,39,94.8,89,219.1,91,197.4,65,11.4,5,1,False,False,0.000271295197308064
CO,135,415,yes,no,0,177.2,151,209.3,83,236.3,114,11.1,5,2,False,False,0.00010710831702454
NH,171,415,no,no,0,262.1,78,171.6,113,208.7,100,5.3,3,0,False,False,0.0015407275641337
OH,95,510,no,yes,24,129.4,120,159.8,68,214.4,83,12.6,4,4,True,True,0.999653875827789
WI,119,415,no,no,0,37.4,102,182.3,115,191.9,100,8.3,5,2,False,False,0.000357276410795748
MN,150,415,no,yes,28,174.4,75,169.9,80,201.6,130,11,4,1,False,False,0.000947783119045198
DC,109,510,no,no,0,188.8,67,171.7,92,224.4,89,8.5,6,0,False,False,0.000310821662424132
WA,51,408,no,no,0,232.4,109,187.4,95,231.2,107,9.1,3,1,False,False,0.000472597719635814
OR,61,415,no,no,0,234.2,76,216.7,108,130.6,122,13.9,2,1,False,False,0.00078325712820515
SD,27,510,no,no,0,226.3,95,274.3,109,242.7,119,8.2,3,2,True,True,0.999901533126831
MI,120,408,no,no,0,165,100,317.2,83,119.2,86,8.3,8,1,False,False,0.000990126165561378
